gene_id	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT3G48340	CEP2:cysteine endopeptidase 2	21869.4144874293	0.481465858238994	0.104415935067781	4.61131760730936	4.00124645111208e-06	0.00247469693179696
AT3G16440	ATMLP-300B:myrosinase-binding protein-like protein-300B;MEE36:maternal effect embryo arrest 36;MLP-300B:myrosinase-binding protein-like protein-300B	6940.84534846117	0.504901955975903	0.110257475802874	4.57967501347468	4.6569896823816e-06	0.00256807108818443
AT5G62160	AtZIP12:zinc transporter 12 precursor;ZIP12:zinc transporter 12 precursor	65.6280362028051	-0.510033408472796	0.117722873129117	-4.56584237716566	4.97492489905534e-06	0.00266924889448775
AT1G52050	NA	62.9132317002694	-0.47871611027294	0.113143728405873	-4.53564572649898	5.74275092422964e-06	0.00300013398283702
AT3G08040	ATFRD3;FRD3:FERRIC REDUCTASE DEFECTIVE 3;MAN1:MANGANESE ACCUMULATOR 1	2168.551131037	0.512143392455316	0.113324297176061	4.51910243227491	6.21023455533055e-06	0.00316116862544672
AT1G13110	CYP71B7:cytochrome P450, family 71 subfamily B, polypeptide 7	3289.04889724404	0.492146702677625	0.109096499360074	4.51103833495653	6.45110596636756e-06	0.00320168389110822
AT1G56430	ATNAS4:ARABIDOPSIS THALIANA NICOTIANAMINE SYNTHASE 4;NAS4:nicotianamine synthase 4	130.199820077938	-0.572106457918964	0.130381289847817	-4.47161792789261	7.76300314696237e-06	0.00375880825545115
AT1G65680	ATEXPB2:expansin B2;ATHEXP BETA 1.4;EXPB2:expansin B2	7103.08419220996	0.520201239645217	0.117892274005814	4.41360998222264	1.01661034824376e-05	0.00480517824603217
AT3G45130	LAS1:lanosterol synthase 1	416.41129497175	-0.575796472055189	0.132214989672746	-4.35839474953004	1.31019905179213e-05	0.00569126148976781
AT4G23500	NA	2848.1091978352	0.511239405128835	0.117108717114844	4.36603390149895	1.26522851052383e-05	0.00569126148976781
AT4G26830	NA	222.801713834901	0.581770244306494	0.13474782530855	4.35697074139404	1.31874888439109e-05	0.00569126148976781
AT5G01550	LECRKA4.2:lectin receptor kinase a4.1	348.279922334256	0.585250019070273	0.134453450922977	4.35884069505622	1.30753245896213e-05	0.00569126148976781
AT2G15830	NA	2890.25318026337	0.544263825752367	0.125457641493537	4.3406450530721	1.42065050014409e-05	0.00600058589975757
AT1G02205	NA	1130.18787246906	0.560869765122377	0.129496465822877	4.33455563641077	1.46054847440314e-05	0.00604058506538566
AT5G42600	MRN1:marneral synthase 1	69.4594149008548	0.494744949511541	0.119357032832821	4.32848735067007	1.5013695411826e-05	0.00608269145541981
AT3G60140	BGLU30:BETA GLUCOSIDASE 30;DIN2:DARK INDUCIBLE 2;SRG2:SENESCENCE-RELATED GENE 2	2822.8548640096	-0.545562840635386	0.126298245220295	-4.3224484524249	1.5430714258691e-05	0.00612661078927066
AT4G19970	NA	102.5780164034	-0.539031791661177	0.128012616244724	-4.30301120704937	1.68492323883796e-05	0.00655864630145316
AT1G73220	NA	3936.0406602272	0.489071880736549	0.113902858834511	4.29411394979099	1.75392380398529e-05	0.00669594141475307
AT5G38710	NA	1764.60643691173	0.533714269861982	0.125689145290668	4.24819072273084	2.15503895251911e-05	0.00807204401611498
AT3G60600	(AT)VAP;VAP:vesicle associated protein;VAP27;VAP27-1:VAMP/SYNAPTOBREVIN-ASSOCIATED PROTEIN 27-1
