gene_id	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G64390	AtGH9C2:glycosyl hydrolase 9C2;GH9C2:glycosyl hydrolase 9C2	24465.143367574	-1.04653008836779	0.0500033716366737	-20.9286617114449	2.93624744320101e-97	2.26797927510952e-94
AT3G09260	BGLU23;LEB:LONG ER BODY;PSR3.1;PYK10	46436.2010166682	0.851399781609436	0.0406843952141861	20.926811268766	3.05245438785684e-97	2.27353343781266e-94
AT3G08040	ATFRD3;FRD3:FERRIC REDUCTASE DEFECTIVE 3;MAN1:MANGANESE ACCUMULATOR 1	1119.93908159398	-2.17906781504112	0.1054606845674	-20.5868929380948	3.59709518135853e-94	2.58680758645628e-91
AT2G46370	NA	4668.10630298052	-1.23795633267422	0.0603547790608872	-20.5069409877661	1.86671572901076e-93	1.29767855095065e-90
AT2G35770	scpl28:serine carboxypeptidase-like 28	1125.14516327395	-2.16972089044416	0.106715251018908	-20.2597532103261	2.91419632622029e-91	1.96050207688142e-88
AT4G37390	AUR3:AUXIN UPREGULATED 3;BRU6;GH3-2;GH3.2;YDK1:YADOKARI 1	20978.9170773211	-0.874481294466106	0.0432177745846168	-20.2338668490248	4.92824379269237e-91	3.21182888426873e-88
AT1G28290	NA	170058.570034865	-0.904539093369593	0.0453021184187914	-19.9667635231971	1.07177073806792e-88	6.7732662855777e-86
AT4G24780	NA	6972.17049837204	-1.12915860819441	0.0567183165307826	-19.9059889820019	3.61094522314824e-88	2.21489007731637e-85
AT4G12910	NA	3284.22204382674	-1.43567328216371	0.0726648559430894	-19.7494461597244	8.11023524916099e-87	4.83254160346435e-84
AT1G22880	ATCEL5:ARABIDOPSIS THALIANA CELLULASE 5;ATGH9B4:ARABIDOPSIS THALIANA GLYCOSYL HYDROLASE 9B4;CEL5:cellulase 5	2185.19666541865	-1.48884650417691	0.0775047710389378	-19.1963112063304	3.97327473277487e-82	2.301740126445e-79
AT3G59930	NA	1106.50835931984	-2.01586040425698	0.105564965200516	-19.0394562384291	8.03575484469366e-81	4.52934235908341e-78
AT1G73810	NA	1141.14228822285	-1.93985844155289	0.102104100145791	-18.9492169884413	4.48202707784296e-80	2.45980722916881e-77
AT5G25460	NA	3250.59842580663	-1.29236758266627	0.0682869720469612	-18.9190851206027	7.94211331785325e-80	4.24699418573922e-77
AT4G19460	NA	2489.24849255128	-1.42366115408765	0.0755802083249561	-18.8259648300241	4.62703453581636e-79	2.41242013111125e-76
AT4G20320	NA	3956.28689889649	-1.30976675052168	0.0697169810585216	-18.781836925883	1.06336825502061e-78	5.40891340450119e-76
AT4G00080	UNE11:unfertilized embryo sac 11	2931.74307550826	-1.33689139365395	0.0711977872677502	-18.769523470086	1.34082772426207e-78	6.65784814035369e-76
AT1G30360	NA	12391.0279613836	0.906003743390895	0.0491507610143415	18.4326658278952	7.18535314035123e-76	3.48489627307035e-73
AT3G22060	NA	2501.31882334493	-1.31409354475558	0.0738111736849615	-17.7951883313598	7.70080562291558e-71	3.65000684695238e-68
AT3G44540	FAR4:fatty acid reductase 4	2817.54184269029	-1.41229760431257	0.0795870106538189	-17.7370471230759	2.1704523120909e-70	1.00588406597013e-67
AT1G04680	NA	1603.549497978	-1.69697263696272	0.0956443771620684	-17.7203069182028	2.92313186939853e-70	1.32525902470231e-67
AT2G14960	GH3.1	6362.67407700435	-1.18860676007999	0.0674351658049525	-17.6236167054832	1.62289755533988e-69	7.20117628013045e-67
AT2G38380	NA	7566.64499222873	0.903560771507549	0.0513921354530275	17.5808902396827	3.45114878276491e-69	1.49945224717838e-66
AT5G05270	NA	345.838272453762	4.32025583787973	0.208469957511144	17.5766004950195	3.72236031736159e-69	1.58428213099135e-66
AT3G60140	BGLU30:BETA GLUCOSIDASE 30;DIN2:DARK INDUCIBLE 2;SRG2:SENESCENCE-RELATED GENE 2	1651.25099636015	1.81966533137932	0.103532643905102	17.5552998706353	5.41800973973395e-69	2.25985186244303e-66
AT2G30860	NA	5073.83705614128	1.27821208154436	0.0729474418698216	17.5198128398901	1.01157628165671e-68	4.13655359881387e-66
AT5G57070	NA	2558.08867817468	-1.34896666894	0.0779613087804529	-17.29476865023	5.15093736433848e-67	2.06582305256306e-64
AT3G22360	AOX1B:alternative oxidase 1B	1152.37519412186	-2.0017630987843	0.115483954775862	-17.2884819152516	5.74452803129134e-67	2.26041758665247e-64
AT4G31500	ATR4:ALTERED TRYPTOPHAN REGULATION 4;CYP83B1:cytochrome P450, family 83, subfamily B, polypeptide 1;RED1:RED ELONGATED 1;RNT1:RUNT 1;SUR2:SUPERROOT 2	4409.10203199528	1.09478791267419	0.064310715168152	17.0213547698439	5.70355480087143e-65	2.20273398837358e-62
AT1G37130	NA	31097.0222645981	-0.818297285925606	0.0482606862558228	-16.9555619993402	1.75079276341121e-64	6.63868783289833e-62
AT5G17980	NA	3285.80274888965	-1.11347913426892	0.066550591284944	-16.7272996122323	8.2913159011626e-63	3.08777487712046e-60
AT2G43910	ATHOL1;HOL1:HARMLESS TO OZONE LAYER 1	1823.20902922188	1.40009950419155	0.0838905418476395	16.6802699079905	1.82392968029124e-62	6.67334271622348e-60
AT2G41850	ADPG2:ARABIDOPSIS DEHISCENCE ZONE POLYGALACTURONASE 2;PGAZAT:polygalacturonase abscission zone A. thaliana	8463.46719395154	-0.817702381576125	0.0493892464065469	-16.555478947244	1.46173605733534e-61	5.16686533486924e-59
AT3G16440	ATMLP-300B:myrosinase-binding protein-like protein-300B;MEE36:maternal effect embryo arrest 36;MLP-300B:myrosinase-binding protein-like protein-300B	4637.47199295298	-1.09717753462512	0.0662599142540123	-16.5559379361325	1.45063065777429e-61	5.16686533486924e-59
AT5G16570	GLN1;4:glutamine synthetase 1;4	4133.19245806268	-1.13741619497468	0.0689091271353933	-16.5028544076272	3.49951870647642e-61	1.21637437705943e-58
AT5G17700	NA	649.071767360585	-2.27660820175646	0.137455146638489	-16.4477402804875	8.70561425261689e-61	2.97632106948074e-58
AT5G18560	PUCHI	4961.90878246081	-0.949737124254512	0.0578578006318001	-16.4131245805888	1.54068240277026e-60	5.18240830802803e-58
AT3G10870	ATMES17:ARABIDOPSIS THALIANA METHYL ESTERASE 17;MES17:methyl esterase 17	1505.19226982889	-1.48314309506713	0.0916314731029816	-16.1697784336603	8.23941307540778e-59	2.72750729662903e-56
AT2G39700	ATEXP4;ATEXPA4:expansin A4;ATHEXP ALPHA 1.6;EXPA4:expansin A4	20569.3315626275	-0.706797141463591	0.0437738332131935	-16.1463322663436	1.2051796366462e-58	3.92719083160257e-56
AT5G67550	NA	664.084198385225	-2.08383158609868	0.128888858395646	-16.0794655494273	3.55432014361292e-58	1.14038994761611e-55
AT2G41380	NA	3531.90606340393	-1.15882889190388	0.0726259877723838	-15.9524136703833	2.74095427127037e-57	8.53173154139456e-55
AT5G22020	NA	629.24727488697	2.15601530545954	0.134457209340437	15.952714595649	2.72777671152762e-57	8.53173154139456e-55
AT1G73600	NA	641.19387560144	2.18352978356237	0.136633935662372	15.8970199601058	6.6451472614502e-57	2.03800803143447e-54
AT1G65680	ATEXPB2:expansin B2;ATHEXP BETA 1.4;EXPB2:expansin B2	685.797081761665	-2.03480437103608	0.127829248307263	-15.8401192676537	1.64508520790065e-56	4.97221043634319e-54
AT5G65390	AGP7:arabinogalactan protein 7	747.151042693599	1.90639879221314	0.12144683844794	15.6490521390564	3.37204517949608e-55	1.00462860311987e-52
AT2G25940	ALPHA-VPE:alpha-vacuolar processing enzyme;ALPHAVPE	776.239522374544	-1.86767584085169	0.119208805718169	-15.6127092093581	5.96493318816813e-55	1.75209410759502e-52
AT2G32610	ATCSLB01:cellulose synthase-like B1;ATCSLB1:CELLULOSE SYNTHASE LIKE B1;CSLB01:CELLULOSE SYNTHASE LIKE B1;CSLB01:cellulose synthase-like B1	1842.71700945143	-1.39728144292679	0.089439480694568	-15.6115433187217	6.07495125075454e-55	1.75962650464564e-52
AT3G02040	AtGDPD1;GDPD1:Glycerophosphodiester phosphodiesterase 1;SRG3:senescence-related gene 3	1688.67443708063	1.5872767509405	0.102590849627566	15.4595082477151	6.50935602842389e-54	1.85962493113397e-51
AT2G01610	NA	703.44702756152	-2.15966167304223	0.139263660347772	-15.4257778582021	1.09823911780257e-53	3.09510497321252e-51
AT5G16170	NA	1696.92861696695	-1.34230845728002	0.0871876620263444	-15.3845205434359	2.07910856720718e-53	5.7813078892141e-51
AT5G28490	LSH1:LIGHT-DEPENDENT SHORT HYPOCOTYLS 1;OBO2:ORGAN BOUNDARY 2	1259.05905026758	1.75524203512234	0.114114422841321	15.3608487643807	2.9962608216655e-53	8.2219762415571e-51
AT2G47460	ATMYB12:MYB DOMAIN PROTEIN 12;MYB12:myb domain protein 12;PFG1:PRODUCTION OF FLAVONOL GLYCOSIDES 1	321.800198069943	2.9359722423775	0.186578598681747	15.286012649679	9.47781852946489e-53	2.56701175885702e-50
AT1G47990	ATGA2OX4:Arabidopsis thaliana gibberellin 2-oxidase 4;GA2OX4:gibberellin 2-oxidase 4	1477.39191564242	2.82605087816443	0.185830641315424	15.1563527844396	6.87844094671664e-52	1.83910110184328e-49
AT3G43190	NA	5361.61162929919	1.02552607183597	0.0678844244342376	15.1056287877705	1.48681301891787e-51	3.92499816576356e-49
AT3G20470	ATGRP-5;ATGRP5;GRP-5:GLYCINE-RICH PROTEIN 5;GRP5:glycine-rich protein 5	3623.98957767102	1.02934070032634	0.0685967693267655	15.0037594033474	6.93759757841636e-51	1.80854496872342e-48
AT1G35720	NA	1135.77061351832	1.61089104750766	0.108545667176202	14.8219790730297	1.05625967215301e-49	2.71954264972235e-47
AT3G29250	AtSDR4;SDR4:short-chain dehydrogenase reductase 4	2240.61374725651	-1.17724856976172	0.0796142586586231	-14.7808777238441	1.94613391247245e-49	4.94958813958693e-47
AT2G46680	ATHB-7:homeobox 7;ATHB7:ARABIDOPSIS THALIANA HOMEOBOX 7;HB-7:homeobox 7	3776.97796613883	-0.967226455102009	0.0656152239285611	-14.7385762014681	3.6438616059904e-49	9.15575105938913e-47
AT5G17820	NA	3827.02537737911	-1.01236194612889	0.0686999245192973	-14.7334759354675	3.92962752776255e-49	9.75623596327237e-47
AT1G30040	ATGA2OX2:gibberellin 2-oxidase;GA2OX2:gibberellin 2-oxidase;GA2OX2:GIBBERELLIN 2-OXIDASE 2	2058.79546001153	1.22433236778195	0.083253343263657	14.7009971116156	6.35174838890935e-49	1.55842014883182e-46
AT5G26280	NA	8944.92774238903	0.811793258658364	0.0558748575083756	14.5283646193912	8.01101997969838e-48	1.94267234507686e-45
AT5G54130	NA	2373.47614165296	-1.18005294721218	0.081206492380637	-14.5259608145764	8.29707043099149e-48	1.98891268779687e-45
AT5G01870	NA	13614.4378844228	0.88727735699592	0.0611696353294925	14.5048848674828	1.12826627684495e-47	2.67386286404563e-45
AT1G70850	MLP34:MLP-like protein 34	2860.88999130481	-1.08248095569365	0.0750935901487293	-14.4112363059983	4.39767283100508e-47	1.03048839202934e-44
AT2G03090	ATEXP15;ATEXPA15:expansin A15;ATHEXP ALPHA 1.3;EXP15:EXPANSIN 15;EXPA15:expansin A15	2742.16648983076	-1.17257317010533	0.0814376134486982	-14.3940096050733	5.64274130554129e-47	1.30754855474515e-44
AT5G03260	LAC11:laccase 11	400.899167859985	-2.33188646373004	0.160305693202708	-14.3641997824249	8.68035221385665e-47	1.98932687274704e-44
AT3G48340	CEP2:cysteine endopeptidase 2	6493.38185369719	-0.803492638613659	0.0559674119258759	-14.3555258596121	9.83764905334157e-47	2.23004533703737e-44
AT1G05010	NA	1038.09308213671	1.58055246570308	0.110366808369297	14.3020779674787	2.12372273590531e-46	4.76239114594679e-44
AT4G25240	NA	2646.96835745533	-1.05030236477638	0.0738354210332052	-14.2210991261932	6.77799330259573e-46	1.50377713112377e-43
AT2G38390	NA	5139.77779188317	-0.993167202413419	0.0703917475828665	-14.1074119187098	3.41896866438381e-45	7.50553594691834e-43
AT1G13930	NA	1265.30244491378	1.46529267789616	0.103884827529557	14.092642819841	4.21487870493237e-45	9.15638493660049e-43
AT1G29670	NA	1037.77865321302	1.4986294825295	0.106244708704726	14.0890319627094	4.43600657573807e-45	9.53741413783685e-43
AT1G71110	NA	2455.94808208509	-1.0594280320991	0.0757294148834847	-13.9854787488134	1.91185959636146e-44	4.06058173609544e-42
AT5G64120	NA	21556.5648644519	-0.71402127833941	0.0510558880688696	-13.9848960146722	1.92758375388851e-44	4.06058173609544e-42
AT5G04200	NA	919.581314632268	-1.57366833878856	0.112622630053918	-13.9460115903355	3.3269713767681e-44	6.93839880624987e-42
AT5G51890	NA	470.182567114011	-2.23838395546514	0.160124396962837	-13.8497487834485	1.27657765452898e-43	2.63594326586158e-41
AT3G58190	ASL16:ASYMMETRIC LEAVES 2-LIKE 16;LBD29:lateral organ boundaries-domain 29	773.586142485274	-1.7476778192485	0.125851007289432	-13.8468333798046	1.32944894872831e-43	2.71820174762048e-41
AT5G20250	NA	3275.93442879264	0.904281724091218	0.0654678661020935	13.8111059225039	2.1845189424718e-43	4.42312063546111e-41
AT2G34790	EDA28:EMBRYO SAC DEVELOPMENT ARREST 28;MEE23:MATERNAL EFFECT EMBRYO ARREST 23	1025.79269325873	-1.59920974568456	0.116213166793157	-13.7367163628697	6.11886184509556e-43	1.22700830557181e-40
AT5G20700	NA	2217.93957812112	-1.12034398968577	0.0816078820670234	-13.7232749151735	7.36615593557141e-43	1.46305887653659e-40
AT3G52740	NA	354.104748839617	2.36086259262105	0.170791962530082	13.653843480788	1.91505564407284e-42	3.76778164689992e-40
AT2G47800	ABCC4:ATP-binding cassette C4;ATMRP4:multidrug resistance-associated protein 4;EST3;MRP4:multidrug resistance-associated protein 4	6205.54429618649	-0.781320834789072	0.0572983969208523	-13.6351601596289	2.47447005061505e-42	4.82290400986699e-40
AT3G44610	NA	1135.06443724669	-1.3717913008635	0.100808886132887	-13.5923796557122	4.44393215093923e-42	8.58131527850348e-40
AT4G25700	B1;BCH1:BETA CAROTENOID HYDROXYLASE 1;BETA-OHASE 1:beta-hydroxylase 1;chy1	1382.18052647482	-1.24419911250593	0.0916183277301998	-13.5700565953851	6.02754784991965e-42	1.15325238908325e-39
AT4G35350	XCP1:xylem cysteine peptidase 1	358.563966323105	-2.40005769979709	0.174439196975312	-13.5502210392103	7.89919183548309e-42	1.49761496117273e-39
AT1G77690	LAX3:like AUX1 3	3073.46545824689	-1.05245300167905	0.0779309036864946	-13.5017919025757	1.5261840194383e-41	2.86743853381853e-39
AT5G38200	NA	1255.11190258546	-1.30152005817331	0.0964542344230245	-13.4813006065862	2.01522803981789e-41	3.7524625687859e-39
AT1G20850	NA	411.021051862894	-2.17530845088472	0.160409268013224	-13.4294215791614	4.06574740476923e-41	7.50364266605861e-39
AT4G34710	ADC2:arginine decarboxylase 2;ATADC2;SPE2	11253.7012141752	-0.691787756575117	0.0516372031183911	-13.3967420906469	6.31760558065528e-41	1.15573389811023e-38
AT1G66270	NA	5322.89288754916	0.850659592820731	0.0637587011601935	13.3411039281258	1.33468316042319e-40	2.42041889657614e-38
AT5G23000	ATMYB37;MYB37:myb domain protein 37;RAX1:REGULATOR OF AXILLARY MERISTEMS 1	213.881449665672	3.08369800257435	0.218681891668546	13.3249553435831	1.65731927149409e-40	2.97960287991459e-38
AT5G57350	NA	8098.25902826574	-0.668347305106504	0.05051457110462	-13.230318967731	5.86379927263113e-40	1.04520969086087e-37
AT3G13520	AGP12:arabinogalactan protein 12;ATAGP12	3678.91794188185	-0.859048213473612	0.0649951632802395	-13.2154009972933	7.1504236914202e-40	1.2637464922421e-37
AT3G44310	ATNIT1:A. THALIANA NITRILASE 1;NIT1:nitrilase 1;NITI	1910.37413324487	1.07863042365827	0.0816492995123228	13.206702768519	8.02639457104555e-40	1.4066425107492e-37
AT3G07390	AIR12:Auxin-Induced in Root cultures 12	8231.71370225197	-0.739441836761802	0.0560148214176669	-13.2002962455256	8.73906982043367e-40	1.51877750920953e-37
AT1G47530	NA	2379.74496428159	1.04268652893133	0.0794482280193407	13.1212949371275	2.48649511268805e-39	4.28560789876936e-37
AT3G23810	ATSAHH2:S-ADENOSYL-L-HOMOCYSTEINE (SAH) HYDROLASE 2;SAHH2:S-adenosyl-l-homocysteine (SAH) hydrolase 2	1830.42916436708	1.2261861118689	0.0940048641095895	13.0388977786361	7.35120893703054e-39	1.25663493755551e-36
AT5G48430	NA	493.842905026883	1.96189112060547	0.150329947274673	12.9850947681505	1.48654060998022e-38	2.52047190415753e-36
AT3G15540	IAA19:indole-3-acetic acid inducible 19;MSG2:MASSUGU 2	4252.47572101859	-0.818380581668665	0.0632365266625402	-12.9403560118644	2.66392161422876e-38	4.48032945683393e-36
AT5G19600	NA	742.949829181062	-1.62053069598891	0.125364954446689	-12.8940985785473	4.85911578995392e-38	8.10694878395913e-36
AT3G54000	NA	2233.3289113148	-0.976307230769073	0.076168495620968	-12.8142120837807	1.36518044588695e-37	2.25959033325178e-35
AT1G66280	BGLU22	15247.6218093191	0.561300227463574	0.0439673969882562	12.7661985281083	2.53222720348642e-37	4.15823608887475e-35
AT5G16230	NA	398.076972789762	-2.11448744538124	0.164249349055248	-12.7531503087763	2.99397125324398e-37	4.87806800675024e-35
AT5G56320	ATEXP14;ATEXPA14:expansin A14;ATHEXP ALPHA 1.5;EXP14:EXPANSIN 14;EXPA14:expansin A14	543.571378084712	-1.74482425947974	0.137413616610151	-12.6446714425827	1.19723971263979e-36	1.93553753543433e-34
AT1G75450	ATCKX5:ARABIDOPSIS THALIANA CYTOKININ OXIDASE 5;ATCKX6:CYTOKININ OXIDASE 6;CKX5:cytokinin oxidase 5	2764.45401061604	-0.900792118601404	0.0712338066393718	-12.6432351116361	1.21931812518041e-36	1.95606765389519e-34
AT5G63970	NA	2311.91480872287	-0.940891540895523	0.0746978088407943	-12.5928730911672	2.31105730602303e-36	3.67916794787101e-34
AT1G33280	NA	903.723090013946	-1.37830788638868	0.109807258060744	-12.5341502857354	4.85537545494753e-36	7.67112538734324e-34
AT1G03820	NA	814.137850067041	-1.5978158513959	0.127406713068894	-12.5151077141973	6.1724089550535e-36	9.67861569606322e-34
AT3G08030	NA	19068.8178757048	-0.633731831483605	0.0510361765063775	-12.4171578312769	2.10922303143879e-35	3.28267509855641e-33
AT5G19530	ACL5:ACAULIS 5	6725.51861523277	-0.667069693487969	0.0540162515562649	-12.3489282269733	4.93646792496592e-35	7.6259287833455e-33
AT2G40080	ELF4:EARLY FLOWERING 4	452.917714204113	1.872484622998	0.151889601509305	12.2684356989006	1.33813629309224e-34	2.05197297003225e-32
AT1G64170	NA	573.945199349694	1.68763557933238	0.137264080889392	12.2603133953978	1.47926676139855e-34	2.25183272328225e-32
AT2G37130	NA	1710.21379717778	-1.06655672882954	0.0870947440305869	-12.2406335697357	1.88554978576883e-34	2.84950295523253e-32
AT3G27400	NA	1587.22082285779	-1.06003756551671	0.0867317722451846	-12.2163582763469	2.54219836800945e-34	3.78696764034551e-32
AT5G64100	NA	35170.4059157985	-0.587877541071708	0.0481216640136305	-12.2164077326421	2.54065274195307e-34	3.78696764034551e-32
AT1G51830	NA	1036.15586735874	-1.28031403217162	0.104801433835246	-12.2038951549803	2.96303168499438e-34	4.38255502060693e-32
AT2G19590	ACO1:ACC oxidase 1;ATACO1	1149.20649505062	1.25393254582733	0.10277731807997	12.1920684245813	3.4261327727269e-34	5.03183091374786e-32
AT4G16190	NA	3658.49324653464	-0.844777013588392	0.0693200333027146	-12.1851951681503	3.72759891796237e-34	5.43629898140596e-32
AT3G16420	NA	22410.8007402508	0.522787975674688	0.0430825451313645	12.1345183435729	6.93166632186764e-34	1.00388820237882e-31
AT1G23760	JP630;PG3:POLYGALACTURONASE 3	1235.19250588162	-1.24996233033118	0.102972012517109	-12.1291768849647	7.39893811145358e-34	1.06417140906458e-31
AT2G15230	ATLIP1:lipase 1;LIP1:lipase 1	1786.67423665515	-1.01403932781875	0.0836122659164688	-12.1233313448424	7.94622289986736e-34	1.13505807244338e-31
AT4G21990	APR3:APS reductase 3;ATAPR3;PRH-26;PRH26:PAPS REDUCTASE HOMOLOG 26	1820.3164861267	0.984838921574652	0.0812785997072227	12.1139086280526	8.91427859725063e-34	1.26467537514056e-31
AT1G18100	NA	1547.35763681367	-1.12885407250358	0.0938910352186415	-12.0168144048711	2.89935003772323e-33	4.08553682680527e-31
AT5G43630	TZP	1016.28309831641	1.24345271665128	0.103934397947655	11.954741003607	6.13244663938625e-33	8.58336742714096e-31
AT1G09380	NA	1664.81402268417	-1.14275028518046	0.0956936100721383	-11.9360131845252	7.68177932549902e-33	1.06802338555521e-30
AT2G23170	NA	25206.8000677448	0.564669557261644	0.0473331030571861	11.9296504126927	8.29209843646405e-33	1.14524313173813e-30
AT3G10720	NA	1926.9568600615	1.03032514977535	0.0863687966977662	11.926428801492	8.61924065130321e-33	1.18259384067716e-30
AT2G26390	NA	270.869740486584	2.2126913633118	0.184309656243753	11.8493301923484	2.16917666212417e-32	2.95674374435291e-30
AT4G15560	AtCLA1;CLA;CLA1:CLOROPLASTOS ALTERADOS 1;DEF;DXPS2:1-DEOXY-D-XYLULOSE 5-PHOSPHATE SYNTHASE 2;DXS:1-DEOXY-D-XYLULOSE 5-PHOSPHATE SYNTHASE;DXS1:1-deoxy-D-xylulose 5-phosphate (DXP) synthase 1	1663.62453719834	0.999457464997996	0.0844447893732734	11.8323854864298	2.65487838321968e-32	3.59529147286015e-30
AT5G55250	AtIAMT1;IAMT1:IAA carboxylmethyltransferase 1	2972.20733476777	-0.888796658927858	0.0752973778737105	-11.8019041633379	3.81577880775336e-32	5.13406884101267e-30
AT2G43060	AtIBH1;IBH1:ILI1 binding bHLH 1	812.226931048318	-1.43795938469178	0.121735192983225	-11.7923127822067	4.27633824991248e-32	5.71686116679004e-30
AT3G54950	NA	2245.13962388873	-0.904991437231055	0.0768006945862398	-11.7809343803185	4.89474400617189e-32	6.50190358272069e-30
AT3G02885	NA	1063.45457273005	-1.24207290661637	0.105510074606409	-11.7609054383932	6.20651092975821e-32	8.19220161013339e-30
AT5G20150	ATSPX1:ARABIDOPSIS THALIANA SPX  DOMAIN GENE 1;SPX1:SPX  domain gene 1	884.715158389714	1.65212739661535	0.140472348410169	11.742382152604	7.72786119147126e-32	1.01361349149769e-29
AT5G07990	CYP75B1:CYTOCHROME P450 75B1;D501;TT7:TRANSPARENT TESTA 7	160.297655125859	2.79921647032407	0.227012779175052	11.6789974517029	1.63209093213992e-31	2.12732852436112e-29
AT2G47860	SETH6	7021.72096030445	-0.789845212469157	0.0677174898673808	-11.6632536087222	1.96391549431534e-31	2.54394146794698e-29
AT5G19230	NA	2071.68993594391	-0.952988078623768	0.082104154189211	-11.6039705297048	3.93393310658235e-31	5.0643317862824e-29
AT5G54510	DFL1:DWARF IN LIGHT 1;GH3.6:Gretchen Hagen3.6	32085.5088963816	-0.474034082628461	0.0409111894480407	-11.586855258303	4.80450111764861e-31	6.14710863856207e-29
AT4G25420	AT2301;ATGA20OX1:ARABIDOPSIS THALIANA GIBBERELLIN 20-OXIDASE 1;GA20OX1;GA5:GA REQUIRING 5	299.260296103683	2.15690802680018	0.185026496437834	11.5328847794972	9.00739873602031e-31	1.14542256487624e-28
AT1G78570	ATRHM1:ARABIDOPSIS THALIANA RHAMNOSE BIOSYNTHESIS 1;RHM1:rhamnose biosynthesis 1;ROL1:REPRESSOR OF LRX1 1	1339.36910583446	1.06807468004171	0.0931416509079438	11.462590692879	2.03339898981028e-30	2.57009308681779e-28
